Funder,closed,gold,diamond,bronze,green,hybrid,Total,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
B17018,1,0,0,0,0,0,1,0,0,0,0
BASF,1,0,0,0,0,0,1,0,1,0,100
BB/K012843/1,1,0,0,0,0,0,1,0,1,0,100
BB/P003664/1,0,0,0,0,0,1,1,100,0,0,100
BBSRCUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC),0,0,0,1,1,0,2,100,0,0,100
"BHF Centre of Research Excellence, Oxford, CRE",1,0,0,0,0,0,1,0,1,0,100
BLNZT1701,1,0,0,0,0,1,2,50,0,1,100
BMBFFederal Ministry of Education & Research (BMBF),1,0,0,0,0,0,1,0,1,0,100
BOKU Vienna Open Access Publishing Fund,0,1,0,0,0,0,1,100,0,0,100
BPRC travel grant 2014,0,0,0,0,1,0,1,100,0,0,100
Bakers Industry Research Trust,4,0,0,0,0,0,4,0,4,0,100
Ballance Agri-Nutrients,0,0,0,0,0,1,1,100,0,0,100
Ballance Agri-Nutrients Ltd,1,0,0,0,0,0,1,0,0,1,100
Ballance Agri-Nutrients Ltd.,1,0,0,0,0,0,1,0,0,0,0
Ballance Agri-Nutrients an MPI Clearview Innovations PGP programme,1,0,0,0,0,0,1,0,1,0,100
Ballance AgriNutrients Ltd,1,0,0,0,0,0,1,0,0,1,100
Ballance agri-nutrients,1,0,0,0,0,0,1,0,1,0,100
Basal Scientific Research Funds in Central Public Welfare Scientific Research Units,2,0,0,0,0,0,2,0,2,0,100
Basic Research Creative Groups of Gansu Province,1,0,0,0,0,0,1,0,1,0,100
Basic Research Innovation Group Project of Gansu Province,0,1,0,0,0,0,1,100,0,0,100
Bay of Plenty,1,0,0,0,0,0,1,0,0,1,100
Bay of Plenty Regional Council,4,0,0,0,0,0,4,0,4,0,100
Beef + Lamb NZ,6,0,0,0,0,0,6,0,6,0,100
Beef + Lamb NZ (Pastoral 21 Program),1,0,0,0,0,0,1,0,1,0,100
Beef + Lamb New Zealand,1,0,0,0,0,0,1,0,0,1,100
Beef + Lamb New Zealand (Hill Country Futures),1,0,0,0,0,0,1,0,1,0,100
Beef + Lamb New Zealand (Hill Country Futures-Biodiversity in forage landscapes),1,0,0,0,0,0,1,0,1,0,100
Beef and Lamb NZ,1,0,0,0,0,0,1,0,0,1,100
Beef and Lamb New Zealand Ltd,1,0,0,0,0,0,1,0,1,0,100
Beef+ Lamb NZ,1,0,0,0,0,0,1,0,1,0,100
Beef+Lamb New Zealand,1,0,0,0,0,0,1,0,0,1,100
Beijing Science and Technology Planning Project,2,0,0,0,0,0,2,0,2,0,100
Beijing Science and Technology Planning Project: 2016B020201004,1,0,0,0,0,0,1,0,1,0,100
Beijing Science and Technology Planning Project: 201804020081,1,0,0,0,0,0,1,0,1,0,100
"Beijing Technology and Business University, BTBU",1,0,0,0,0,0,1,0,1,0,100
"Beijing Technology and Business University, BTBU: FQS‐201907",1,0,0,0,0,0,1,0,1,0,100
Belmont Forum,0,0,0,0,0,1,1,100,0,0,100
Belmont Forum-BiodivERsA,0,0,0,0,0,1,1,100,0,0,100
Belmont Forum-BiodivERsA International joint call project 'InvasiBES',0,0,0,0,0,1,1,100,0,0,100
Belmont Forum-BiodivERsA International joint call project AlienScenarios (German Ministry for Education and Research),0,1,0,0,0,0,1,100,0,0,100
Belmont Forum-BiodivERsA International joint call project InvasiBES,0,1,0,0,1,0,2,100,0,0,100
Belmont Forum-BiodivERsA project AlienScenarios,0,0,0,0,0,1,1,100,0,0,100
Belmont Forum-BiodivERsA project InvasiBES,0,0,0,0,0,1,1,100,0,0,100
"Belmont Forum-BiodivERsA project InvasiBES - Spanish Ministerio de Ciencia, Innovacion y Universidades",0,0,0,0,0,1,1,100,0,0,100
Better Border Biosecurity,1,0,0,0,0,0,1,0,1,0,100
Better Border Biosecurity via MBIE,1,0,0,0,0,0,1,0,1,0,100
Bio-Protection Research Center's Next Generation Biopesticide programme,0,1,0,0,0,0,1,100,0,0,100
Bio-Protection Research Center's Smarts Seeds Programme,0,1,0,0,0,0,1,100,0,0,100
Bio-Protection Research Centre,18,5,0,1,2,3,29,37,17,1,100
Bio-Protection Research Centre (BPRC),2,1,0,0,0,0,3,33,2,0,100
"Bio-Protection Research Centre (Lincoln University, New Zealand)",2,0,0,0,0,0,2,0,2,0,100
Bio-Protection Research Centre PhD Scholarship,1,0,0,0,0,0,1,0,1,0,100
Bio-Protection Research Centre Writing Scholarship,1,0,0,0,0,0,1,0,1,0,100
Bio-Protection Research Centre's Next Generation Biopesticide programme,1,0,0,0,0,0,1,100,0,0,100
Bio-Protection Research Centre's Smarts Seeds Programme,1,0,0,0,0,0,1,100,0,0,100
"Bio-Protection Research Centre, Lincoln University",0,0,0,0,1,0,1,100,0,0,100
"Bio-Protection Research Centre, Lincoln University, New Zealand",0,1,0,0,0,0,1,100,0,0,100
"Bio-Protection Research Centre, Nepal",1,0,0,0,0,0,1,0,1,0,100
Bio-protection Research Centre,0,1,0,0,0,0,1,100,0,0,100
Bio-protection Research Centre through the Tertiary Education Commission,0,1,0,0,0,0,1,100,0,0,100
BiodivERsA-Belmont Forum Project 'Alien Scenarios' (FWF),0,0,0,0,0,1,1,100,0,0,100
Biodiversa-FACCE ECODEAL,0,1,0,0,0,0,1,100,0,0,100
Biological Heritage National Science Challenge,1,0,0,0,0,0,1,0,0,1,100
Biological Heritage National Science Challenge high tech solutions,0,1,0,0,0,0,1,100,0,0,100
"Biological and Environmental Research, BER",0,0,0,0,0,1,1,100,0,0,100
"Biological and Environmental Research, BER: DE‐SC0018409",0,0,0,0,0,1,1,100,0,0,100
Biosecurity New Zealand,0,0,0,0,1,0,1,100,0,0,100
Biotechnology and Biological Sciences Research Council (BBSRC) in the UKUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC),0,0,0,0,1,0,1,100,0,0,100
Biotechnology and Biological Sciences Research Council (BBSRC)UK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC),0,0,0,0,0,1,1,100,0,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC",2,1,0,1,7,1,12,83,2,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC: BB-J0042861, BB/P01268X/1",0,0,0,0,1,0,1,100,0,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC: BB/I000348/1, BB/P003664/1",0,1,0,0,0,0,1,100,0,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC: BB/K018167/1",0,0,0,0,1,0,1,100,0,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC: BB/L024209/1",0,0,0,1,0,0,1,100,0,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC: BB/M003949/1",0,0,0,0,1,0,1,100,0,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC: BB/P016855/1",0,0,0,0,2,0,2,100,0,0,100
"Biotechnology and Biological Sciences Research Council, BBSRC: BB/R005842/1",0,0,0,0,2,0,2,100,0,0,100
"Biotechnology and Biological Sciences Research Council, UKUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC)",2,0,0,0,0,0,2,0,2,0,100
Biotechnology and Biological Sciences Research CouncilUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC),0,0,0,0,1,0,1,100,0,0,100
Biotelliga,0,1,0,0,0,0,1,100,0,0,100
"Blinc Innovation, New Zealand",1,0,0,0,0,0,1,0,1,0,100
Boehringer Ingelheim,1,0,0,0,0,0,1,0,1,0,100
Borders,1,0,0,0,0,0,1,0,1,0,100
Boysenberry Council Ltd.,1,0,0,0,0,0,1,0,1,0,100
"Brazilian Agricultural Research Corporation (EMBRAPA, Brazil)",1,0,0,0,0,0,1,0,1,0,100
Brazilian National Council for Scientific and Technological Development (CNPq) fundConselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ),0,1,0,0,0,0,1,100,0,0,100
Brian Mason Fund,1,0,0,0,0,0,1,0,1,0,100
Brian Mason Science and Technology Trust,1,0,0,0,0,0,1,0,1,0,100
